l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,bp_type,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_bwWrite_total,dram_bwRead_total,dram_bwTotal_total,dram_avgMemAcc_lat
512,2,OFF,4,HBM2_2000_4H_1x128,None,128,quick,MultiperspectivePerceptron64KB,0.028615,42187648,0.001162,6579,6286,5662373,61873.993008,0,0,17320124,133537897,150858021,32937.90
1,1,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,quick,MultiperspectivePerceptron64KB,0.051604,42711777,0.126247,718453,732539,5690839,31816.583687,0,0,325198672,946086308,1271284980,25714.62
256,8,OFF,2,HBM2_2000_4H_1x128,None,32,snap,LocalBP,0.815532,327124185,0.013758,1640279,1618014,119222982,27643.215270,0,0,69211118,205324561,274535680,27368.03
16,2,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,64,snap,LocalBP,0.944762,320753360,0.034896,4074727,6911429,116769317,55617.451550,0,0,166388977,674735571,841124548,30389.10
2,16,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,mm,None,0.057478,41274220,0.326650,2358622,8488834,7220634,13752.150620,0,0,6714243,18855553,25569795,29938.98
512,4,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.614906,497367084,0.000050,6860,10056,136169021,46451.749271,0,0,585664,5984669,6570333,28976.18
512,2,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,LocalBP,0.560081,324395319,0.007253,852489,1361193,117536626,42550.864586,0,0,76085776,66753235,142839011,30179.34
32,1,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,TournamentBP,0.625644,497399474,0.007472,1017470,2573278,136173130,13848.800456,0,0,330105,879324,1209429,26988.22
32,4,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,LocalBP,0.688053,497789272,0.010166,1384758,3600031,136217328,52875.642892,0,0,164685257,170613477,335298734,22469.63
1,16,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,snap,MultiperspectivePerceptron64KB,2.010678,335697853,0.236300,29148439,70372221,123353534,42049.385937,0,0,358486131,2357576930,2716063060,27081.05
256,16,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,BiModeBP,0.027286,42626444,0.004881,27871,27497,5709875,17008.270245,0,0,3419745,3658986,7078731,24349.04
32,8,ON,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,TournamentBP,0.621028,497397036,0.004692,638859,1598457,136171253,14045.195419,0,0,462510,1321267,1783777,27644.35
256,16,ON,16,HBM2_2000_4H_1x128,None,128,quick,None,0.026673,42178813,0.001671,9455,9171,5658461,20822.739291,0,0,4702796,9539958,14242754,29871.13
64,2,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,MultiperspectivePerceptron64KB,0.026996,42157699,0.003059,17321,17330,5661676,22088.014549,0,0,8368502,23773182,32141684,30077.69
512,2,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,TournamentBP,0.084284,68848730,0.032719,580113,576138,17729974,24473.319853,0,0,115782125,29421159,145203284,26552.38
256,2,ON,16,HBM2_2000_4H_1x128,None,128,quick,MultiperspectivePerceptron64KB,0.026694,42177730,0.001764,9983,9747,5660348,20482.971051,0,0,4905431,9854019,14759450,29178.62
2,2,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,snap,BiModeBP,2.111344,338659497,0.208001,25955573,25965674,124785816,47963.912567,0,0,174971019,462428838,637399858,27321.96
2,2,OFF,16,HBM2_2000_4H_1x128,None,128,snap,None,1.722393,332669294,0.161353,19727336,19665507,122262054,48342.739461,0,0,468020124,1673073878,2141094002,32865.25
128,4,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,TournamentBP,0.615492,497395571,0.000118,16014,25015,136168963,49181.653553,0,0,1517096,7508236,9025332,29722.87
1,1,OFF,4,HBM2_2000_4H_1x128,None,32,mm,MultiperspectivePerceptron64KB,0.184386,42212892,0.354814,2592516,2593016,7306696,59789.397057,0,0,34381316,457812215,492193531,29162.80
8,4,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,mm,MultiperspectivePerceptron64KB,0.054844,41650012,0.303066,2192084,6448461,7233022,13477.022322,0,0,3695117,9030370,12725487,23928.67
16,8,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.625409,497239784,0.007010,954536,1687617,136168271,14497.901598,0,0,597625,1871058,2468684,31416.22
16,2,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,LocalBP,0.122243,68323222,0.035143,618947,1370758,17612020,56717.488735,0,0,250775106,852786824,1103561931,28115.99
64,4,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,LocalBP,0.029297,42247704,0.002093,11888,20114,5678727,65681.022880,0,0,47990082,196915969,244906051,35402.04
256,1,OFF,16,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,TournamentBP,0.778752,337876264,0.006059,745886,1123813,123107987,63563.513727,0,0,100586627,612521619,713108246,34520.80
256,2,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,snap,BiModeBP,0.841607,327448460,0.011941,1426637,1989770,119477964,40711.952655,0,0,69617437,255372754,324990191,26657.67
256,16,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.613422,497638348,0.000115,15639,31090,136175141,27598.503741,0,0,265422,810195,1075618,24338.59
1,8,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,None,2.093727,337767463,0.246346,30610966,73496843,124260127,42505.756252,0,0,360481344,2364256154,2724737498,26272.53
64,16,ON,8,HBM2_2000_4H_1x128,None,64,snap,MultiperspectivePerceptron64KB,0.545146,322237529,0.011382,1325474,1322181,116456067,27743.752801,0,0,79256792,45989231,125246023,33010.55
512,2,OFF,16,HBM2_2000_4H_1x128,None,32,pen,TournamentBP,0.116343,68943585,0.032829,582356,578377,17739019,41160.331481,0,0,158225091,221095114,379320206,25651.89
128,1,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,32,pen,TournamentBP,0.085442,68856021,0.031559,559736,1183115,17735958,33355.144211,0,0,115111470,95059077,210170547,25503.01
256,4,OFF,16,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,LocalBP,0.824724,327576475,0.010113,1207953,1743384,119444698,36243.270227,0,0,69003711,234129495,303133206,27208.40
16,2,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.701626,497578191,0.011474,1562900,3263196,136211003,56202.252543,0,0,285818448,302106682,587925130,23004.04
8,16,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.653297,497673301,0.023325,3176806,8148562,136198887,13766.122483,0,0,127648,274497,402145,25079.33
32,1,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,insert,TournamentBP,0.619864,497223154,0.004095,557617,1321144,136169012,14512.461062,0,0,238504,715099,953603,31973.86
2,4,ON,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,LocalBP,0.096690,68254262,0.101590,1790207,4365707,17621808,15496.865446,0,0,103519556,84854450,188374006,26262.17
256,8,ON,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,snap,BiModeBP,0.571838,325477512,0.009387,1107826,1730533,118015408,47377.581859,0,0,74450226,79353265,153803490,29593.40
2,8,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,insert,LocalBP,0.700235,497613573,0.010063,1370743,2448023,136210146,62769.721968,0,0,395919046,454717509,850636555,27218.05
256,8,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,quick,BiModeBP,0.026888,42303644,0.002739,15539,15778,5673233,18043.825214,0,0,4224861,6231372,10456233,27001.85
2,8,OFF,8,HBM2_2000_4H_1x128,None,64,mm,MultiperspectivePerceptron64KB,0.168602,41678664,0.313833,2283903,2284368,7277436,61358.221868,0,0,22568239,879604368,902172607,29543.19
1,4,OFF,8,HBM2_2000_4H_1x128,None,32,quick,TournamentBP,0.037968,42906321,0.032321,184579,183032,5710881,44287.437899,0,0,94614961,190213265,284828227,27569.76
16,16,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,TournamentBP,0.686536,497553808,0.009438,1285578,3289109,136214489,56324.985337,0,0,301694910,311227596,612922506,22891.98
128,16,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.034486,41376004,0.081197,585646,1724684,7212637,13258.970436,0,0,5443153,14364135,19807288,25228.57
4,1,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,128,snap,None,1.531121,329841333,0.129878,15717709,17385776,121019312,49256.831450,0,0,454401719,1683512594,2137914313,33829.06
512,8,OFF,2,HBM2_2000_4H_1x128,None,32,quick,LocalBP,0.029764,42625053,0.002266,12919,12380,5702244,41837.680935,0,0,7622686,61934594,69557280,26781.46
64,4,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.616658,497207645,0.002214,301450,512665,136162531,14814.722176,0,0,540306,1759574,2299880,31155.63
8,4,ON,2,HBM2_2000_4H_1x128,None,32,pen,TournamentBP,0.099163,68883224,0.099405,1763283,1763914,17738296,16886.951499,0,0,99063820,28864437,127928257,26120.55
2,16,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,quick,MultiperspectivePerceptron64KB,0.033365,42531009,0.016013,90870,207899,5674713,49790.877077,0,0,123181139,463729235,586910374,28406.53
8,1,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,mm,None,0.172244,41974695,0.323406,2358700,2358928,7293315,60617.450078,0,0,23624309,446209031,469833340,29430.01
8,1,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,None,1.021383,498383193,0.056598,7720606,7720827,136411710,53299.344637,0,0,239555769,244100319,483656089,22053.61
2,2,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,insert,TournamentBP,0.631370,497290919,0.010311,1404159,2505370,136176760,14411.275361,0,0,396547,1201400,1597948,30750.97
256,1,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,mm,None,0.046106,41712073,0.035554,256739,761215,7221034,63067.362185,0,0,25281040,563884478,589165517,29968.40
32,8,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,BiModeBP,0.652244,497336530,0.004454,606523,826250,136187111,62179.248767,0,0,156702975,169751322,326454297,30940.98
8,8,OFF,16,HBM2_2000_4H_1x128,AMPMPrefetcher,128,quick,BiModeBP,0.030708,42316626,0.005961,33777,59540,5666743,64404.876099,0,0,97907533,349007383,446914916,35246.57
1,2,ON,8,HBM2_2000_4H_1x128,None,32,snap,BiModeBP,0.968383,327478852,0.286652,34073697,34013562,118867651,14079.058313,0,0,44242770,24259994,68502765,31710.16
4,1,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.651821,497736578,0.023097,3145835,8304383,136199138,13396.020135,0,0,182087,416310,598397,25524.60
16,1,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,TournamentBP,0.182735,41518305,0.341715,2493502,2581749,7297031,62018.491062,0,0,150020285,1831267182,1981287468,31499.47
1,8,ON,16,HBM2_2000_4H_1x128,None,64,snap,LocalBP,0.867517,325058644,0.234324,27579269,27517762,117697378,13689.797416,0,0,49753609,28438011,78191620,32959.48
256,1,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,quick,None,0.030684,42678793,0.004964,28369,48528,5715192,42510.892171,0,0,27791351,103705239,131496590,27240.77
128,8,ON,1,HBM2_2000_4H_1x128,None,32,pen,TournamentBP,0.090184,68882713,0.047074,834859,833335,17735053,22378.104566,0,0,110445685,43504025,153949710,25862.55
256,16,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,BiModeBP,0.752329,340086564,0.002630,325866,538181,123914420,65360.514751,0,0,83653589,539267404,622920993,34056.41
256,1,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,None,0.612683,497375289,0.000143,19482,37083,136166374,15595.010779,0,0,185414,466825,652239,26640.13
16,2,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,pen,None,0.077478,67828027,0.027487,483205,1150205,17579656,18121.372916,0,0,132523561,122596189,255119750,31861.23
256,2,ON,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,None,0.026998,42190552,0.001201,6811,11461,5670198,35373.513434,0,0,9970566,35985066,45955632,31630.35
4,8,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,TournamentBP,0.717776,497529573,0.011717,1596039,2189494,136219739,65079.054146,0,0,374266946,397630721,771897667,31025.32
128,4,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,32,snap,BiModeBP,0.575726,325404609,0.013606,1605325,2319045,117985337,44872.480026,0,0,74179156,84048189,158227346,28443.38
64,2,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,TournamentBP,0.639139,497670582,0.016059,2187153,2186995,136194903,13073.642082,0,0,148900,274619,423520,24649.58
32,8,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,MultiperspectivePerceptron64KB,0.029331,42228603,0.002561,14512,24270,5665614,65594.266814,0,0,56156121,209817386,265973507,35642.60
128,4,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,pen,BiModeBP,0.091916,67872455,0.007602,133685,287564,17584458,60428.148259,0,0,258017269,671683756,929701026,32937.94
4,4,ON,8,HBM2_2000_4H_1x128,None,32,insert,TournamentBP,0.712581,497786964,0.060970,8306243,8306447,136235064,13009.444041,0,0,98931,147745,246675,24470.23
128,2,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,TournamentBP,0.625335,497732841,0.001516,206529,231838,136190635,46831.815387,0,0,10450969,15372309,25823278,24356.17
32,8,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,32,mm,None,0.053993,41644640,0.303670,2196384,8276223,7232794,13098.069600,0,0,3147649,4671394,7819043,24362.62
128,16,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,MultiperspectivePerceptron64KB,0.763374,339008297,0.004445,548934,1027470,123500907,54895.282493,0,0,96574585,610355296,706929881,33933.79
4,16,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,TournamentBP,0.663093,322228624,0.094717,11051688,23051934,116680970,15212.575762,0,0,66915136,81516676,148431813,39410.87
1,16,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,pen,BiModeBP,0.257866,69424092,0.167517,2987358,7450859,17833120,55053.346468,0,0,210284223,977142638,1187426861,25333.90
4,16,ON,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,TournamentBP,0.027199,42216587,0.008018,45480,72242,5672045,14077.121812,0,0,4739008,12833441,17572450,30693.59
2,2,OFF,16,HBM2_2000_4H_1x128,None,128,mm,BiModeBP,0.172785,41609063,0.308668,2246650,2247114,7278525,64261.441702,0,0,41310231,1688471857,1729782088,31178.55
1,8,OFF,2,HBM2_2000_4H_1x128,None,64,mm,TournamentBP,0.181459,41797180,0.346359,2524000,2524485,7287235,60649.860341,0,0,27767531,902275434,930042966,29094.78
128,16,ON,8,HBM2_2000_4H_1x128,None,32,pen,None,0.087350,68853229,0.047407,840683,839166,17733359,20966.676500,0,0,111933983,28317415,140251398,26707.97
1,16,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,LocalBP,0.835527,497954931,0.032290,4400847,4470722,136293377,50885.856973,0,0,329183304,346185967,675369271,20003.05
4,8,OFF,8,HBM2_2000_4H_1x128,None,64,insert,TournamentBP,0.824001,497808622,0.030841,4203281,4203545,136286923,50522.160783,0,0,322719250,330232960,652952210,19744.21
16,1,OFF,2,HBM2_2000_4H_1x128,None,128,snap,None,1.035188,321786547,0.050279,5905599,5910565,117456012,54827.646696,0,0,293975346,1030640755,1324616100,34112.84
2,1,ON,4,HBM2_2000_4H_1x128,None,64,mm,MultiperspectivePerceptron64KB,0.061368,41461429,0.358300,2589958,2590459,7228455,14093.207303,0,0,3328877,5079875,8408753,26035.00
128,16,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,BiModeBP,0.612473,497230479,0.000074,10059,14913,136163383,20530.569639,0,0,259773,650582,910356,32016.53
128,4,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,BiModeBP,0.028079,42609803,0.006683,38120,37822,5704225,24362.224554,0,0,6730685,16073414,22804099,24225.77
64,4,ON,1,HBM2_2000_4H_1x128,None,32,quick,MultiperspectivePerceptron64KB,0.028229,42633184,0.008403,47948,47779,5705809,22124.916576,0,0,7472658,16697854,24170511,24930.01
4,4,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,LocalBP,0.032328,42358748,0.011024,62438,148664,5663978,59985.185304,0,0,148572726,684137233,832709959,32950.41
512,8,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,MultiperspectivePerceptron64KB,0.029709,42630521,0.001611,9191,14590,5705865,46357.088456,0,0,8592104,67808899,76401002,26924.61
2,1,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,BiModeBP,0.751994,497709632,0.016063,2188454,2704885,136244881,62818.502239,0,0,382740309,467496249,850236558,30807.90
256,16,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,insert,TournamentBP,0.615148,497251757,0.000046,6235,10908,136169847,66641.138733,0,0,1281564,10209026,11490590,34004.91
128,8,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,snap,None,0.533822,322198494,0.006227,725126,1193462,116440242,33114.429768,0,0,81680558,88268401,169948959,29284.46
64,4,ON,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,snap,MultiperspectivePerceptron64KB,0.537879,322062607,0.008647,1006402,1688207,116381385,28508.615345,0,0,80504581,89193292,169697873,29824.10
32,2,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,None,0.624398,497248982,0.006894,938802,1314194,136171390,13873.307684,0,0,267932,610073,878004,31868.47
4,16,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,BiModeBP,1.055281,498419524,0.061042,8328544,8496626,136438589,53547.357317,0,0,251651790,260128570,511780360,22139.22
2,16,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,LocalBP,0.174149,68533698,0.089263,1576041,1890768,17656130,54635.296924,0,0,275584497,764620466,1040204963,30188.63
1,4,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,BiModeBP,0.836588,497988005,0.032484,4427368,4495836,136293723,50817.861425,0,0,329491753,347708127,677199880,20026.52
128,16,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,BiModeBP,0.028876,42214482,0.001432,8114,14278,5665308,66432.893764,0,0,34473661,169794806,204268468,34532.13
2,16,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,LocalBP,0.224910,68299227,0.129096,2281082,4830811,17669676,60498.115587,0,0,474761299,2865460122,3340221421,30380.31
64,2,ON,1,HBM2_2000_4H_1x128,None,128,mm,None,0.051404,41241939,0.272631,1965289,1965141,7208603,13216.272009,0,0,8882146,26733591,35615737,30051.92
2,2,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,quick,MultiperspectivePerceptron64KB,0.029027,42360970,0.027586,156570,183883,5675658,14213.830874,0,0,10387014,25706261,36093275,27128.27
512,2,ON,16,HBM2_2000_4H_1x128,None,64,quick,MultiperspectivePerceptron64KB,0.026781,42322587,0.001860,10554,10174,5673041,17966.031836,0,0,3708917,3916827,7625744,26750.76
8,4,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,LocalBP,1.024110,498342414,0.056856,7755945,7756092,136414598,53410.267801,0,0,240598678,244557548,485156226,22056.62
64,2,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,snap,MultiperspectivePerceptron64KB,0.588902,325518815,0.016634,1963274,2985913,118030465,37144.214969,0,0,73747539,85894192,159641731,27872.86
512,8,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,MultiperspectivePerceptron64KB,0.027213,42624369,0.002346,13398,12864,5709841,22633.228840,0,0,3345413,5132769,8478182,23943.48
64,2,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,LocalBP,0.026737,42179447,0.002228,12609,20953,5658544,18151.756682,0,0,4792237,14620871,19413108,31877.94
1,8,ON,1,HBM2_2000_4H_1x128,None,32,snap,MultiperspectivePerceptron64KB,0.979580,327747245,0.276715,32927580,32867696,118994596,14435.577485,0,0,47248477,36720304,83968782,29807.83
512,4,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,128,insert,BiModeBP,0.612608,497235683,0.000028,3837,7943,136164833,37497.915038,0,0,291893,1433764,1725657,30774.10
16,8,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,BiModeBP,0.685855,497546832,0.009295,1266180,3247068,136214329,56653.666540,0,0,297904267,307605558,605509826,22871.62
1,16,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,TournamentBP,0.665240,497766466,0.030118,4102386,12881635,136211596,13774.995576,0,0,127906,283326,411232,24598.76
2,2,OFF,1,HBM2_2000_4H_1x128,None,64,insert,TournamentBP,0.832124,497896884,0.031875,4344428,4345784,136294423,50746.507480,0,0,326967884,337998764,664966648,19826.67
512,2,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,snap,BiModeBP,0.820760,328654623,0.008876,1063614,1424219,119834641,39392.273889,0,0,57295367,239308748,296604114,26665.03
512,2,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,128,quick,BiModeBP,0.028546,42181930,0.000858,4857,6870,5663214,64512.250360,0,0,17944645,136931048,154875693,33275.80
256,8,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,LocalBP,0.615179,497386209,0.000080,10929,20032,136172389,46132.125538,0,0,1138764,7073413,8212178,28838.88
2,4,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,mm,LocalBP,0.059812,41658206,0.367221,2656996,9611607,7235412,13099.720888,0,0,3567418,7774704,11342122,23702.14
2,4,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,LocalBP,0.226416,68631533,0.140913,2492913,7083925,17691112,55396.510428,0,0,300826180,2076818298,2377644478,26605.97
4,1,ON,1,HBM2_2000_4H_1x128,None,32,pen,TournamentBP,0.117189,68924205,0.164836,2925651,2927391,17748867,16246.305523,0,0,86840597,36371176,123211773,26157.67
256,4,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,mm,TournamentBP,0.029723,41211611,0.001441,10380,18347,7204056,64458.718690,0,0,41587132,192848376,234435509,34073.05
8,1,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,TournamentBP,0.807348,497795290,0.028506,3884710,3920423,136276271,50302.975383,0,0,304826861,314622106,619448966,19974.17
4,4,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,quick,None,0.032400,42482315,0.012886,73134,84170,5675445,49347.034211,0,0,87602663,223748122,311350785,30551.19
64,1,ON,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,None,0.625386,497660831,0.007163,975490,2493003,136178364,13663.891480,0,0,358128,987550,1345678,25242.60
8,4,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,BiModeBP,0.807917,497746521,0.028578,3894643,3998820,136279727,50334.298933,0,0,306958451,320937617,627896068,19936.50
16,4,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,LocalBP,0.108149,67956293,0.020400,358781,692644,17587527,65675.276840,0,0,327218969,1051743862,1378962831,34001.88
512,16,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,snap,TournamentBP,0.747633,339929130,0.005381,665217,679151,123628262,30842.814450,0,0,63950161,317962076,381912236,29551.46
