l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_rank1_total_energy,dram_rank0_avg_power
1,4,ON,8,LPDDR5_6400_1x16_8B_BL32,None,32,quick,0.011087,34996773,0.071690,141956,141984,1980131,13418.767083,0,0,,
64,8,ON,4,DDR4_2400_16x4,AMPMPrefetcher,128,quick,0.009288,34845521,0.005284,10425,16614,1972992,21546.187050,8142118029.527917,876.673567,8080235004.643116,870.010533
1,16,OFF,8,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,128,snap,,,,,,,,,,,
1,16,OFF,16,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,32,insert,0.114140,75517827,0.031805,428028,982780,13457739,115041.757782,0,0,,
1,1,ON,8,LPDDR5_5500_1x16_8B_BL32,SignaturePathPrefetcher,128,mm,0.081653,47936533,0.513336,3714134,12033061,7235286,15562.512688,0,0,,
1,16,ON,8,LPDDR5_5500_1x16_BG_BL16,BOPPrefetcher,32,snap,0.850457,320172561,0.284624,30035498,29969985,105526950,14171.945126,0,0,,
256,2,OFF,4,LPDDR5_5500_1x16_8B_BL32,None,32,quick,0.015776,35445429,0.012887,26288,25962,2039926,70559.057365,0,0,,
32,4,ON,1,DDR4_2400_8x8,None,128,insert,0.061487,75012046,0.001386,18754,18704,13532862,29074.944012,26222969938.668228,426.478560,26190689524.001045,425.953566
2,2,ON,16,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,32,snap,0.740016,323256456,0.165661,17708056,40750317,106893518,17493.831564,0,0,,
512,16,OFF,8,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,32,mm,0.033448,47981114,0.004125,29774,29175,7218329,49810.270706,0,0,,
512,2,ON,2,DDR4_2400_16x4,None,64,insert,0.061250,75068174,0.000694,9395,9055,13543936,27019.318787,51757033274.252663,845.008180,51714544820.434998,844.314495
512,16,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,128,pen,0.089614,74261404,0.004854,85137,158608,17540532,72529.769665,48684880105.258858,543.274957,48568423484.547379,541.975417
4,16,OFF,4,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,snap,1.873791,346902363,0.087402,10229548,22816957,117040492,96643.637969,0,0,,
128,4,OFF,16,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,32,snap,1.024752,338575470,0.012644,1436317,1803563,113598781,89264.118923,0,0,,
64,16,OFF,2,DDR3_1600_8x8,TaggedPrefetcher,128,snap,0.662207,320114186,0.006313,666302,1276666,105550861,63871.533479,393480137310,594.194965,385275532275,581.805179
16,16,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,32,pen,0.144047,75114918,0.047720,845613,2020902,17720459,58055.539000,92646973485,643.172135,89783342520,623.292288
1,8,OFF,16,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,128,insert,0.096684,75741528,0.024459,328785,682458,13442559,99591.041258,0,0,,
256,4,OFF,16,DDR4_2400_8x8,None,64,insert,0.063568,75164610,0.001095,14836,14487,13546140,50574.076571,27613977265.087177,434.398658,27640405091.726364,434.814397
64,4,OFF,4,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,32,pen,0.188936,75267973,0.058844,1044104,1043298,17743504,75182.153310,0,0,,
512,4,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,128,pen,0.072456,74195156,0.004397,77137,158842,17544682,46427.939899,32659852705.246449,450.755284,32655833255.669640,450.699809
4,8,OFF,4,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,64,pen,0.210224,75073781,0.062254,1097418,2809653,17628211,100704.448988,0,0,,
1,2,ON,2,LPDDR5_6400_1x16_8B_BL32,None,128,mm,0.067033,47896803,0.378594,2737773,2738251,7231415,15435.065106,0,0,,
16,4,ON,4,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,insert,0.062340,75137585,0.005901,79907,79896,13542403,15720.074587,0,0,,
2,2,ON,2,DDR3_2133_8x8,BOPPrefetcher,128,pen,0.124063,74363774,0.202215,3555607,4101361,17583332,16297.629350,68704876438.453117,553.791750,68792169948.925293,554.495374
2,4,ON,16,DDR3_2133_8x8,AMPMPrefetcher,128,snap,0.708279,316690366,0.180170,18748414,40220379,104059536,15142.107434,385280162565.822937,543.966783,385016575906.206177,543.594632
128,16,ON,8,DDR4_2400_16x4,BOPPrefetcher,32,mm,0.042686,47769561,0.172234,1245736,1245402,7232814,13310.933858,36255446718.122971,849.356806,36178278741.665268,847.548991
2,8,ON,2,DDR4_2400_16x4,AMPMPrefetcher,128,pen,0.136546,74377800,0.282060,4961351,15304551,17589728,14460.101493,118904185365.591003,870.801549,118852864542.135223,870.425699
1,16,OFF,8,DDR4_2400_16x4,BOPPrefetcher,128,snap,,,,,,,,,,,
512,8,ON,16,DDR3_1600_8x8,BOPPrefetcher,128,snap,0.460769,315161488,0.002853,295030,305539,103414442,84244.498865,223456683075,484.964824,223258598970,484.534924
4,4,ON,1,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,64,insert,0.066448,75148194,0.027689,375166,392054,13549290,14411.761727,0,0,,
2,16,ON,16,DDR4_2400_16x4,BOPPrefetcher,128,insert,0.063823,75135037,0.017381,235363,298685,13541599,13785.386828,53802988304.756432,843.003711,53792181665.141998,842.834388
64,16,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,snap,0.467784,314596089,0.005057,521697,901756,103171418,42071.362304,121726589175.657440,260.219466,,
512,4,ON,8,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,128,mm,0.027581,47644769,0.000979,7056,11985,7205831,47912.414966,0,0,,
64,8,OFF,8,DDR4_2400_4x16,None,128,quick,0.012068,34989653,0.007095,14013,13901,1974996,72531.221009,3965392063.791183,328.583614,,
512,8,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,mm,0.027497,47647219,0.000812,5853,10018,7205458,44936.699129,23509264091.376625,854.986173,23494496052.955841,854.449088
64,1,OFF,16,DDR4_2400_4x16,BOPPrefetcher,32,mm,0.148302,48132635,0.284750,2076155,2076053,7291140,57090.950820,56237851375.458992,379.211645,,
32,8,ON,2,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,32,insert,0.062059,75075969,0.002167,29347,59136,13540013,25456.162470,0,0,,
16,8,OFF,2,DDR4_2400_4x16,None,32,mm,0.153998,48144963,0.302308,2204356,2204347,7291748,56353.649547,58048369514.402039,376.941491,,
32,8,ON,2,DDR3_2133_8x8,None,128,insert,0.061256,75033335,0.001315,17807,17757,13538289,22827.258943,32615301911.644905,532.439395,32680442758.660877,533.502808
8,16,OFF,1,DDR4_2400_8x8,BOPPrefetcher,128,snap,0.903249,327001499,0.036203,3930254,4453335,108560674,65503.524454,527971887117.856445,584.525160,537356169278.902832,594.914632
128,2,ON,4,DDR4_2400_8x8,TaggedPrefetcher,128,insert,0.060995,75027434,0.000567,7677,18298,13536511,22583.756676,25835614812.720249,423.570138,25806100439.193836,423.086255
256,2,OFF,1,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,128,insert,0.064546,75194972,0.000536,7270,10666,13553010,111005.158184,0,0,,
2,1,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,64,snap,1.840779,342035149,0.192048,22055185,51416716,114841816,50130.755942,1167103722855,634.026984,1287399145755,699.377255
64,16,ON,8,DDR4_2400_8x8,TaggedPrefetcher,32,quick,0.009574,34895352,0.011807,23420,47744,1983493,14538.193851,4197549242.426336,438.424440,4139476318.891133,432.358856
64,2,ON,8,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,insert,0.061516,75083587,0.001824,24707,54583,13544606,17421.257134,0,0,,
32,4,OFF,1,LPDDR5_5500_1x16_BG_BL16,BOPPrefetcher,64,insert,0.066670,75363644,0.002107,28528,28504,13537785,80482.035193,0,0,,
1,16,ON,16,DDR4_2400_4x16,None,128,insert,,,,,,,,,,,
16,8,ON,1,DDR3_1600_8x8,TaggedPrefetcher,128,pen,0.077496,74203606,0.017200,301968,738642,17555928,24077.155526,39559018380,510.465623,39624369795,511.308911
512,2,OFF,1,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,pen,0.137284,75104971,0.019277,341351,596866,17707467,104436.068739,0,0,,
256,8,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,mm,0.027810,47669240,0.001945,14018,14977,7205720,39171.172778,6407070708.175082,230.389003,,
128,4,OFF,1,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,64,snap,0.775795,324260584,0.008797,942608,1005955,107147917,48903.062036,0,0,,
8,16,ON,8,DDR3_2133_8x8,TaggedPrefetcher,64,insert,0.063929,75008156,0.018360,248642,298154,13542835,13140.125160,33953456726.285515,531.111690,33963551681.141529,531.269598
64,2,ON,1,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,128,snap,0.488793,315087379,0.009546,986800,1495602,103377070,39547.693048,0,0,,
2,8,ON,16,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,128,snap,0.671376,317052514,0.151146,15750594,39363297,104207859,15371.558685,0,0,,
64,4,OFF,4,DDR3_2133_8x8,BOPPrefetcher,32,insert,0.065571,75280539,0.002983,40398,40249,13543984,47637.345908,36188714391.989700,551.902955,36230663072.693741,552.542701
256,8,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,mm,0.029050,47720107,0.006655,48051,47537,7220054,28430.813094,25209349069.263165,867.795739,25071193601.563984,863.039935
256,1,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,32,insert,0.064504,75207037,0.001526,20677,35709,13547090,45473.618030,55811055696.380463,865.238642,55792787030.770798,864.955423
512,16,OFF,4,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,32,snap,0.905642,332120259,0.009570,1059879,1046756,110749974,34714.449008,0,0,,
4,8,OFF,16,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,64,pen,0.200622,75004223,0.071742,1264578,1470680,17626795,81108.413637,0,0,,
64,16,OFF,1,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,128,quick,0.013398,35104872,0.007071,13966,13895,1975076,101647.178863,0,0,,
32,1,OFF,16,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,32,mm,0.329110,48554095,0.334953,2477623,7263731,7396937,119926.578822,0,0,,
256,16,ON,2,DDR3_2133_8x8,AMPMPrefetcher,128,snap,0.454717,314623235,0.002517,259738,440480,103176875,60507.815568,251402010136.502045,552.875775,251644983874.669098,553.410116
128,1,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,64,pen,0.077903,74423120,0.018764,329593,640443,17564990,24028.996368,43738618322.282112,561.450062,43723727681.090248,561.258918
16,4,ON,1,DDR4_2400_16x4,AMPMPrefetcher,128,insert,0.061571,75013006,0.002045,27680,47001,13532957,21958.507948,52271036046.870247,848.950321,52242233572.470230,848.482531
2,2,OFF,8,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,128,quick,0.022826,35793121,0.064322,130513,146630,2029066,79115.712611,0,0,,
512,4,OFF,4,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,64,insert,0.064828,75215630,0.000471,6381,10165,13543365,87294.311236,0,0,,
16,4,ON,1,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,64,pen,0.089110,74500243,0.048089,844966,946738,17571027,20491.174793,0,0,,
64,8,OFF,16,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,32,pen,0.167850,75252877,0.032438,575062,1069516,17727952,104798.494771,0,0,,
16,8,ON,2,LPDDR5_6400_1x16_BG_BL16,None,32,insert,0.062950,75140825,0.006827,92532,92522,13553769,17552.241387,0,0,,
128,2,ON,2,DDR4_2400_8x8,BOPPrefetcher,32,mm,0.036616,47744142,0.097598,705036,704740,7223844,13839.625211,15849503729.572985,432.856389,15842318978.623379,432.660170
2,2,OFF,8,LPDDR5_6400_1x16_BG_BL32,None,32,mm,0.222721,48619665,0.314100,2304699,2305098,7337477,82657.046755,0,0,,
2,1,ON,4,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,128,quick,0.012236,34936308,0.124325,244913,314824,1969949,13505.050773,0,0,,
64,4,OFF,16,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,32,pen,0.165532,75257751,0.033245,589442,1100595,17730183,102423.073856,0,0,,
8,4,ON,16,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,quick,0.009575,34869880,0.016997,33526,79050,1972461,14543.816739,0,0,,
64,2,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,32,pen,0.123370,75059553,0.033271,589344,1202823,17713687,50851.794538,130044192667.535538,1054.099975,131487598754.063934,1065.799800
512,8,ON,2,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,128,snap,0.460150,315167453,0.001805,186619,314954,103417539,115524.973341,0,0,,
1,2,ON,4,LPDDR5_5500_1x16_BG_BL32,None,64,quick,0.011265,35014941,0.083337,163395,160589,1960643,13785.039322,0,0,,
4,4,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,128,mm,0.177408,48218588,0.305937,2233302,6397477,7299866,66628.915615,194085445071.873505,1094.004151,224900031820.868408,1267.697164
64,16,ON,1,DDR4_2400_8x8,TaggedPrefetcher,64,quick,0.009784,34841962,0.007090,14013,30427,1976400,26462.499108,4535649084.371944,463.559056,4487578664.234339,458.646093
4,1,ON,2,DDR3_1600_8x8,TaggedPrefetcher,32,snap,0.654621,320689854,0.120548,12752954,29215916,105791817,17480.708662,320413383855,489.463581,320764365870,489.999742
4,8,OFF,2,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,32,pen,0.279673,75538556,0.116979,2081597,2083420,17794665,80687.553835,0,0,,
4,8,OFF,2,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,32,mm,0.371072,48819345,0.352322,2614258,7763216,7420080,129335.287298,0,0,,
1,4,ON,16,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,64,pen,0.134300,74634941,0.242206,4266669,9433569,17615883,15802.641241,0,0,,
128,2,OFF,1,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,64,snap,0.823007,327498173,0.008549,928243,1185802,108579002,79344.034913,0,0,,
64,2,OFF,8,LPDDR5_5500_1x16_8B_BL32,SignaturePathPrefetcher,32,insert,0.068280,74980592,0.002248,30193,49380,13429375,105252.691021,0,0,,
64,8,OFF,2,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,32,mm,0.357726,48455878,0.293598,2177069,6403373,7415131,149668.722488,0,0,,
256,4,OFF,8,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,64,quick,0.013352,35107622,0.007429,14708,14494,1979681,73448.191460,0,0,,
16,1,OFF,2,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,128,pen,0.196885,74732465,0.065499,1153227,1269670,17606907,87645.294465,0,0,,
32,16,OFF,4,LPDDR5_5500_1x16_8B_BL32,None,32,mm,0.216756,48329539,0.300123,2199427,2199361,7328416,84008.195089,0,0,,
8,2,OFF,8,LPDDR5_6400_1x16_BG_BL32,None,128,snap,1.321383,337726647,0.052642,5960637,5970910,113230638,84874.048529,0,0,,
16,4,OFF,4,DDR4_2400_4x16,None,32,quick,0.015059,35206509,0.027465,54589,54557,1987574,51333.299749,5231429191.293139,347.397761,,
128,4,OFF,16,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,128,quick,0.013212,35080453,0.004418,8759,13553,1982476,123979.449709,0,0,,
32,16,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,mm,0.040512,47712809,0.155283,1122452,4388700,7228413,12727.121516,19093611150,471.308322,19105234995,471.595246
256,16,ON,1,DDR4_2400_8x8,BOPPrefetcher,64,mm,0.028274,47690577,0.003624,26117,26326,7206054,29190.316652,12360918062.236998,437.187152,12287646764.484200,434.595656
8,4,ON,16,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,insert,0.063752,75049376,0.017136,232063,283219,13542079,13258.451369,0,0,,
64,16,OFF,2,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,quick,0.013740,35136535,0.008350,16525,30391,1978959,92161.966717,0,0,,
32,4,OFF,4,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,128,mm,0.215023,48177984,0.284326,2080632,2151511,7317776,88916.226656,0,0,,
512,16,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,128,mm,0.029325,47729212,0.000805,5802,9642,7206244,62193.123061,25992040439.434525,886.330096,25973232749.520901,885.688753
2,2,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,128,pen,0.127812,74363549,0.222076,3902808,6799660,17574226,15939.894430,61919683635,484.460491,61886504235,484.200895
256,1,OFF,4,DDR4_2400_4x16,None,64,mm,0.047556,47892051,0.041586,300265,299970,7220412,59803.560189,16715584417.002756,351.490831,,
8,1,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,128,mm,0.206164,48234675,0.392434,2867521,7705169,7307019,62139.807346,231847159769.702148,1124.578941,257290975494.772675,1247.994640
128,2,ON,4,DDR3_1600_8x8,None,64,insert,0.061319,75030020,0.001557,21083,20831,13544322,18628.634445,28637015010,467.015417,28667345325,467.510047
64,16,OFF,1,LPDDR5_6400_1x16_BG_BL16,None,128,quick,0.013251,35054983,0.007017,13789,13678,1965162,100942.925520,0,0,,
4,4,OFF,4,LPDDR5_5500_1x16_BG_BL16,BOPPrefetcher,128,insert,0.083843,75124864,0.013511,181493,234526,13433469,110885.080967,0,0,,
128,4,OFF,16,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,64,pen,0.130237,74734239,0.024075,423450,463070,17588683,77592.812611,0,0,,
128,8,ON,4,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,64,mm,0.036362,47707127,0.096365,694923,933199,7211384,13875.611399,0,0,,
256,8,ON,8,DDR4_2400_16x4,BOPPrefetcher,64,pen,0.077988,74444513,0.019791,347764,356664,17572089,23306.253666,69093349884.684860,885.953022,69106499582.701065,886.121634
4,16,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,128,insert,0.075464,75384763,0.016119,218397,301006,13549379,58031.204641,79123056752.543457,1048.487337,66756928831.085083,884.619444
64,8,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,64,mm,0.102596,47868020,0.218599,1584797,3879391,7249776,46635.585820,79812503763.551041,777.926707,77750271022.367111,757.826274
128,8,ON,4,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,64,quick,0.009498,34866149,0.008483,16632,20102,1960576,22041.816979,0,0,,
512,1,ON,2,DDR3_1600_8x8,BOPPrefetcher,64,mm,0.027908,47691484,0.002850,20542,25785,7206768,25676.686788,13218006000,473.630208,13232654670,474.155102
2,8,OFF,1,LPDDR5_5500_1x16_BG_BL16,None,64,pen,0.234441,75157521,0.091679,1617752,1619349,17645815,82451.338339,0,0,,
128,4,OFF,8,DDR4_2400_16x4,BOPPrefetcher,64,mm,0.085465,47868176,0.139358,1008800,1024323,7238890,56052.924762,87517504225.905380,1024.019191,91631879573.203217,1072.160410
8,16,ON,4,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,128,pen,0.080055,74238081,0.028304,496743,1032746,17550230,22319.058346,0,0,,
2,2,ON,2,DDR4_2400_8x8,BOPPrefetcher,64,pen,0.109822,74541714,0.154258,2712949,3380839,17587051,15308.313020,49903265078.243866,454.401226,49712300390.685059,452.662370
256,8,OFF,4,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,128,quick,0.012785,35071312,0.003227,6354,9476,1968720,126643.452943,0,0,,
1,4,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,64,snap,1.840290,340328395,0.247098,28193038,66593666,114096636,40530.868986,1081805934418.038818,587.845208,1142838325388.537109,621.009750
512,8,ON,2,LPDDR5_5500_1x16_BG_BL16,BOPPrefetcher,128,snap,0.478308,316125832,0.002815,292343,310508,103844202,128108.622406,0,0,,
8,16,OFF,1,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,32,mm,0.369772,48620136,0.300565,2230356,6527134,7420542,151114.370082,0,0,,
2,1,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,128,mm,0.248967,48626364,0.473419,3472010,9241273,7333909,63556.274752,146896757009.976624,590.024613,,
512,4,OFF,16,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,128,snap,0.729222,324359118,0.002845,305596,319127,107423217,105160.442218,0,0,,
256,8,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,128,quick,0.010972,34942151,0.002996,5879,11567,1962569,61854.141861,10396618748.375891,947.581496,10398343374.249512,947.738684
32,4,OFF,8,DDR3_2133_8x8,BOPPrefetcher,32,quick,0.014146,35112416,0.023359,46401,46358,1986448,47802.892179,9029342976.359844,638.291360,9086509240.031841,642.332488
512,1,ON,1,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,64,snap,0.523625,316926846,0.026844,2791639,7312864,103995944,25338.934583,0,0,,
128,2,ON,8,DDR4_2400_4x16,TaggedPrefetcher,128,quick,0.009116,34825998,0.003703,7247,17439,1956998,20649.579136,2139400839.889643,234.698819,,
1,4,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,insert,0.065013,75130002,0.021870,296325,607609,13549123,14081.030959,14456204949.434320,222.357053,,
32,4,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,quick,0.009358,34863253,0.008863,17480,32500,1972210,16179.405034,4448376540,475.353698,4452024780,475.743549
512,16,ON,1,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,128,pen,0.079138,74258213,0.007445,130681,161321,17553282,66090.927526,0,0,,
16,4,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,64,insert,0.061329,75038689,0.002362,31978,57201,13539662,14938.989305,25921333533.511372,422.656923,25876573940.512978,421.927101
4,4,ON,4,LPDDR5_6400_1x16_BG_BL32,None,128,snap,0.589362,317565233,0.088381,9232926,9244383,104467225,16577.000671,0,0,,
256,8,ON,16,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,32,pen,0.089954,74870004,0.021863,387067,706695,17703954,55683.215051,0,0,,
32,2,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,mm,0.040302,47717347,0.150567,1088367,4006160,7228444,12993.420418,21570609415.152557,535.225554,21584810536.296532,535.577922
256,16,OFF,16,DDR4_2400_4x16,None,128,insert,0.063486,75192536,0.000673,9118,8836,13540400,70307.797763,14980058151.303465,235.959398,,
128,2,ON,4,DDR4_2400_16x4,BOPPrefetcher,128,quick,0.009266,34847385,0.006241,12251,12475,1962905,21605.868909,8086837638.532717,872.713157,8032220194.252716,866.818967
512,4,OFF,8,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,128,snap,0.749697,325192524,0.002686,289611,316310,107807408,110925.011481,0,0,,
64,2,ON,2,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,128,quick,0.009483,34860792,0.005566,10958,18587,1968678,30760.038328,0,0,,
512,8,OFF,2,DDR4_2400_16x4,BOPPrefetcher,64,pen,0.099080,74547337,0.016941,297656,303841,17569737,44762.892399,99593810450.434525,1005.190329,99769445676.230621,1006.962997
2,4,OFF,2,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,64,pen,0.271556,75282686,0.101272,1789202,3778360,17667209,94933.031597,0,0,,
256,4,ON,4,LPDDR5_6400_1x16_BG_BL16,None,32,quick,0.009849,34884564,0.012734,25107,24675,1971691,21600.549648,0,0,,
32,4,ON,4,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,128,snap,0.472866,314911256,0.010540,1088920,1677594,103309382,31312.279139,0,0,,
64,1,ON,1,DDR4_2400_8x8,AMPMPrefetcher,32,insert,0.062229,75094310,0.002456,33258,69873,13539985,23508.419027,26662651467.679344,428.458926,26593141290.876129,427.341923
2,1,ON,2,DDR3_2133_8x8,None,128,insert,0.065049,75119507,0.023634,320113,320743,13544851,13823.949668,34646842793.813683,532.629378,34714022518.901642,533.662139
16,1,ON,16,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,32,insert,0.062686,75146113,0.009429,127755,127819,13549534,13671.930649,0,0,,
32,8,OFF,8,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,64,quick,0.014436,35120239,0.010163,20064,34586,1974237,102846.541069,0,0,,
8,4,OFF,4,LPDDR5_6400_1x16_8B_BL32,None,128,snap,1.219472,337029007,0.044682,5046593,5057499,112943519,83795.628457,0,0,,
16,8,ON,1,LPDDR5_6400_1x16_8B_BL32,None,32,insert,0.063577,75140949,0.006865,93024,93011,13551257,20994.759417,0,0,,
1,1,ON,16,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,mm,0.060089,47911815,0.355604,2575736,2576220,7243261,13679.109777,0,0,,
256,4,OFF,4,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,128,snap,0.784477,326845579,0.004022,436484,469075,108511987,111184.077767,0,0,,
64,1,ON,1,LPDDR5_5500_1x16_BG_BL16,None,128,quick,0.010090,34873126,0.012165,23972,23872,1970545,31662.835808,0,0,,
4,8,ON,1,DDR4_2400_16x4,AMPMPrefetcher,64,snap,0.616159,316886173,0.107065,11129859,26984870,103954120,15351.476600,559799966996.977051,908.531844,550187184636.535767,892.930702
256,2,OFF,16,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,32,pen,0.144050,75158356,0.023414,414786,785922,17715547,104022.419995,0,0,,
2,1,OFF,1,LPDDR5_6400_1x16_BG_BL32,None,64,snap,2.345781,350234343,0.191937,22721899,22729281,118381988,64836.132006,0,0,,
1,2,OFF,2,LPDDR5_5500_1x16_8B_BL32,TaggedPrefetcher,32,snap,4.376840,379684345,0.257134,33698543,74890437,131054513,96159.762807,0,0,,
1,8,ON,8,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,64,pen,0.144035,74702266,0.302321,5324518,14669305,17612117,14685.125114,0,0,,
2,1,OFF,8,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,64,insert,0.108055,75546525,0.038237,514256,716857,13449234,85401.751268,0,0,,
1,1,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,64,snap,2.396784,351138626,0.292036,34684869,81068562,118769115,47023.078665,1514551089000,631.909738,1712737157205,714.598072
128,16,OFF,16,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,64,quick,0.013868,35122863,0.009919,19627,21001,1978750,78534.671626,0,0,,
