l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements
64,2,OFF,16,DDR4_2400_4x16,None,32,0.147347,158771239,0.297672,2069043,2068332
128,2,OFF,4,DDR4_2400_4x16,None,32,0.099504,158801420,0.166511,1156244,1155501
512,16,ON,16,DDR3_2133_8x8,BOPPrefetcher,128,0.032849,158227054,0.001239,8601,9381
512,2,ON,16,DDR3_2133_8x8,BOPPrefetcher,128,0.032832,158227591,0.001790,12422,14941
256,16,ON,4,DDR3_2133_8x8,AMPMPrefetcher,32,0.032534,158214089,0.003592,24918,54970
32,8,ON,2,DDR3_2133_8x8,AMPMPrefetcher,32,0.059128,158237048,0.325288,2258479,10731247
256,4,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,128,0.032538,158741161,0.002839,19702,34199
32,16,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.111100,158790041,0.246473,1713603,4344102
128,8,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,64,0.101331,158748354,0.175063,1216780,1626041
512,1,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,32,0.033018,158772337,0.005945,41237,75996
128,8,ON,8,DDR3_2133_8x8,BOPPrefetcher,32,0.047940,158181485,0.191273,1327895,1327210
64,8,OFF,16,DDR4_2400_8x8,None,128,0.159896,158775237,0.307506,2140669,2138432
64,8,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.150272,158802996,0.311616,2168513,6383536
32,2,OFF,2,DDR3_1600_8x8,TaggedPrefetcher,64,0.151788,158780241,0.309918,2155044,6327403
64,4,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.044193,158219384,0.140800,977672,2647160
64,16,OFF,16,DDR4_2400_8x8,BOPPrefetcher,128,0.156380,158724678,0.297087,2066901,2140757
256,4,ON,8,DDR4_2400_8x8,TaggedPrefetcher,32,0.032765,158208272,0.005056,35112,66961
512,4,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.031886,158747854,0.001096,7614,12382
256,2,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.033917,158718651,0.007169,49709,110322
512,8,OFF,8,DDR4_2400_4x16,None,32,0.032619,158795109,0.004112,28529,27763
64,2,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.044657,158184508,0.142543,989569,3862131
256,1,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.059501,158755784,0.072712,504678,1379667
32,1,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.046600,158139478,0.159184,1104727,3601859
512,8,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.031888,158761241,0.001175,8161,9862
256,16,ON,4,DDR3_2133_8x8,AMPMPrefetcher,128,0.032820,158240304,0.001568,10890,16336
32,1,ON,16,DDR3_2133_8x8,BOPPrefetcher,32,0.060153,158155444,0.329915,2291091,2290457
32,8,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,128,0.168803,158772586,0.312515,2174540,6488673
32,2,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.104982,158828036,0.217031,1506772,3857885
256,4,OFF,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.033644,158695299,0.006776,47000,92313
32,16,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.152107,158769987,0.312390,2172575,6390761
128,1,OFF,4,DDR4_2400_16x4,None,32,0.117942,158768205,0.223719,1555567,1554840
64,8,ON,1,DDR4_2400_8x8,None,64,0.058056,158266403,0.309811,2152778,2152177
128,2,OFF,8,DDR4_2400_16x4,None,32,0.099621,158847126,0.176126,1223835,1223105
512,8,ON,16,DDR4_2400_16x4,BOPPrefetcher,128,0.032812,158267130,0.001132,7859,9770
32,2,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.169701,158773007,0.316400,2200747,6557384
256,2,OFF,16,DDR3_2133_8x8,None,32,0.046358,158783968,0.038801,269086,268346
32,8,ON,2,DDR3_1600_8x8,None,64,0.058069,158182159,0.310349,2155335,2154763
64,2,OFF,8,DDR3_2133_8x8,None,128,0.146910,158764473,0.290980,2022787,2020651
128,1,ON,8,DDR3_2133_8x8,None,128,0.049561,158234807,0.200240,1391411,1390795
128,4,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.073579,158765998,0.085916,596706,1454230
64,2,ON,1,DDR3_2133_8x8,None,128,0.053765,158234769,0.255670,1775685,1774334
512,4,OFF,2,DDR4_2400_16x4,BOPPrefetcher,32,0.032704,158822009,0.004599,31912,31149
64,1,ON,8,DDR3_2133_8x8,BOPPrefetcher,128,0.056860,158192047,0.283034,1964905,2030680
256,16,ON,8,DDR3_2133_8x8,BOPPrefetcher,32,0.032703,158201493,0.007514,52147,51432
64,2,ON,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.058467,158161990,0.297818,2067742,9471303
128,4,ON,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.045074,158245116,0.132029,917072,2106048
128,1,ON,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.049291,158218815,0.192933,1339778,3948162
64,1,ON,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.059817,158204150,0.306223,2127174,9472479
128,2,ON,4,DDR3_2133_8x8,BOPPrefetcher,32,0.047967,158193462,0.193018,1340460,1339790
256,2,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.047426,158731510,0.037556,260559,802485
256,2,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.040227,158783581,0.019481,135273,310306
32,4,OFF,16,DDR4_2400_16x4,BOPPrefetcher,32,0.152202,158759881,0.314901,2190695,2189975
128,4,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.072207,158727542,0.105654,733396,1990014
256,8,ON,16,DDR3_1600_8x8,AMPMPrefetcher,64,0.032852,158253346,0.002569,17838,31180
256,1,ON,4,DDR3_2133_8x8,AMPMPrefetcher,128,0.038796,158220738,0.064655,448932,835628
512,2,OFF,1,DDR4_2400_16x4,None,128,0.031999,158746894,0.002228,15464,13742
256,2,ON,16,DDR3_1600_8x8,BOPPrefetcher,32,0.035423,158194325,0.037900,263317,262608
512,16,ON,2,DDR3_2133_8x8,AMPMPrefetcher,128,0.032812,158264047,0.000950,6598,9010
32,8,ON,16,DDR3_1600_8x8,None,128,0.058171,158250887,0.308056,2140097,2139506
512,4,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,32,0.031790,158758419,0.002188,15177,30289
256,8,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,64,0.031636,158742326,0.002297,15948,31211
512,16,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.031790,158746329,0.001092,7576,9365
512,16,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,128,0.031944,158745049,0.001099,7631,9145
128,8,ON,16,DDR3_2133_8x8,None,128,0.041663,158237984,0.107960,749763,749142
512,16,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,128,0.031944,158745049,0.001099,7631,9145
128,8,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.102291,158754607,0.182540,1268505,1752532
256,1,ON,1,DDR4_2400_4x16,BOPPrefetcher,64,0.040879,158246471,0.101869,707654,730481
32,2,OFF,16,DDR4_2400_16x4,None,32,0.152373,158749367,0.315327,2193914,2193194
512,16,OFF,4,DDR4_2400_8x8,None,64,0.031570,158784310,0.002197,15245,14531
64,16,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.151175,158751912,0.311815,2167646,6382119
64,4,ON,16,DDR4_2400_4x16,AMPMPrefetcher,128,0.063495,158186312,0.311282,2162811,7536062
256,1,ON,1,DDR4_2400_4x16,BOPPrefetcher,128,0.040312,158240802,0.096686,671338,692248
32,2,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,64,0.152524,158743432,0.309715,2153769,6326185
64,4,ON,8,DDR4_2400_4x16,None,64,0.058176,158263208,0.310005,2152491,2151897
64,16,OFF,4,DDR4_2400_4x16,BOPPrefetcher,128,0.158843,158788371,0.296873,2067145,2140184
128,8,ON,8,DDR3_1600_8x8,None,64,0.042117,158242421,0.116435,808192,807575
256,16,ON,2,DDR4_2400_4x16,None,64,0.032645,158290766,0.004105,28510,27840
64,2,ON,16,DDR3_2133_8x8,TaggedPrefetcher,128,0.060677,158191118,0.290598,2018007,5830930
64,2,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.151163,158739513,0.308708,2145657,6308458
512,1,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.034411,158187456,0.020439,141863,360370
256,1,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.033817,158229253,0.013617,94544,243301
512,16,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,128,0.031936,158752497,0.000964,6689,10696
256,2,ON,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.033153,158198709,0.006413,44507,101961
512,16,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.031930,158750410,0.000963,6685,10625
256,8,ON,8,DDR4_2400_16x4,BOPPrefetcher,32,0.032701,158194275,0.007398,51371,50660
512,16,OFF,8,DDR3_1600_8x8,None,64,0.031549,158768342,0.002267,15726,15017
32,8,OFF,8,DDR4_2400_4x16,BOPPrefetcher,32,0.153579,158706616,0.314845,2189665,2188941
128,8,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.105861,158749786,0.187079,1300573,1699907
32,1,ON,4,DDR4_2400_8x8,AMPMPrefetcher,128,0.066479,158202593,0.340891,2367150,8518165
128,2,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,32,0.076543,158758793,0.109342,759275,2168402
512,2,ON,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.032900,158217452,0.001841,12774,22266
64,8,OFF,16,DDR4_2400_4x16,None,128,0.162302,158801228,0.307664,2140346,2138110
512,8,OFF,2,DDR4_2400_4x16,BOPPrefetcher,128,0.031702,158753679,0.001181,8199,9828
64,2,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.065643,158192039,0.297306,2066483,2065811
64,8,ON,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.063215,158230960,0.311001,2162049,6963071
256,8,ON,8,DDR4_2400_16x4,AMPMPrefetcher,32,0.032609,158225966,0.003569,24751,53569
512,2,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.031976,158837671,0.003077,21341,38395
128,16,ON,1,DDR4_2400_4x16,AMPMPrefetcher,128,0.038421,158211199,0.065425,454460,778492
32,2,OFF,8,DDR4_2400_16x4,None,128,0.160830,158751633,0.309371,2151692,2149539
256,4,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.034498,158734840,0.006639,46070,77432
512,16,OFF,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.031909,158749477,0.001038,7204,9411
32,8,OFF,2,DDR3_2133_8x8,BOPPrefetcher,64,0.147512,158759920,0.309614,2153480,2215945
32,4,ON,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.063493,158221126,0.313212,2176003,8075558
128,8,OFF,16,DDR4_2400_4x16,None,32,0.108702,158784285,0.191356,1329513,1328785
32,2,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.110258,158746751,0.224353,1559072,4025689
64,4,OFF,8,DDR3_1600_8x8,None,32,0.151987,158768569,0.314281,2184604,2183871
512,1,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,64,0.032282,158750989,0.003459,24021,54307
128,2,OFF,16,DDR3_1600_8x8,None,32,0.097637,158775105,0.165645,1150907,1150170
128,8,ON,8,DDR3_1600_8x8,TaggedPrefetcher,32,0.048501,158231943,0.187450,1301177,3788619
128,4,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,32,0.061632,158744501,0.073702,511523,1373213
32,4,ON,16,DDR4_2400_8x8,AMPMPrefetcher,64,0.060391,158186878,0.322580,2240451,10743841
32,8,ON,2,DDR4_2400_4x16,AMPMPrefetcher,64,0.059822,158209993,0.319729,2221673,10701574
64,4,ON,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.060149,158190559,0.308022,2141409,6298231
512,16,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,32,0.031648,158771518,0.003297,22876,30400
512,1,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.048204,158776744,0.043957,304991,858626
256,2,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.031977,158748826,0.003239,22491,37518
128,1,ON,8,DDR3_2133_8x8,AMPMPrefetcher,32,0.046909,158170301,0.170129,1181090,5695989
512,8,ON,2,DDR3_1600_8x8,AMPMPrefetcher,128,0.032790,158264484,0.001026,7120,9554
128,2,OFF,4,DDR4_2400_4x16,None,128,0.077352,158751794,0.104772,727840,725692
256,4,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.032453,158749921,0.002897,20109,26811
128,8,ON,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.043442,158196919,0.121185,841162,2393015
128,16,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,32,0.099786,158767462,0.170309,1183344,1731228
32,16,ON,1,DDR4_2400_4x16,BOPPrefetcher,64,0.057827,158205389,0.309136,2146381,2213165
128,1,OFF,4,DDR4_2400_4x16,BOPPrefetcher,32,0.132425,158756916,0.258562,1796732,1796001
128,16,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.059258,158758365,0.059157,410850,535555
128,8,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,64,0.105861,158749786,0.187079,1300573,1699907
256,2,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.044702,158791939,0.034892,242102,661085
512,1,ON,2,DDR4_2400_4x16,AMPMPrefetcher,64,0.034430,158181676,0.022281,154647,552908
128,8,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.071812,158779594,0.100725,699695,1675273
32,2,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,64,0.147653,158765874,0.310096,2157932,6334027
512,2,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,128,0.069200,158770365,0.086555,601386,1734794
64,4,ON,1,DDR4_2400_8x8,BOPPrefetcher,64,0.057763,158240741,0.306882,2131396,2178217
256,2,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,64,0.058560,158791317,0.069318,481770,1401669
32,1,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.063528,158215030,0.334083,2320744,6795752
256,8,OFF,4,DDR3_1600_8x8,BOPPrefetcher,64,0.032323,158731091,0.004059,28168,27678
256,16,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.032449,158208705,0.004094,28436,55857
64,1,ON,1,DDR4_2400_8x8,BOPPrefetcher,64,0.054652,158141904,0.263306,1828152,1878837
256,16,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.031754,158716476,0.001758,12200,16208
32,4,OFF,16,DDR4_2400_4x16,BOPPrefetcher,128,0.156563,158755133,0.298191,2073215,2144245
512,2,ON,1,DDR3_2133_8x8,BOPPrefetcher,64,0.032619,158426261,0.002835,19680,19897
256,1,ON,4,DDR4_2400_8x8,None,64,0.040870,158259910,0.101310,703344,702687
64,4,OFF,1,DDR4_2400_8x8,None,64,0.149735,158775494,0.309739,2153527,2152859
256,16,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032753,158210062,0.002356,16356,29808
256,1,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,32,0.103314,158773534,0.176133,1223100,4189341
64,1,OFF,2,DDR4_2400_16x4,BOPPrefetcher,32,0.134838,158749367,0.266418,1851937,1851218
128,1,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,128,0.122456,158774738,0.198905,1383232,3796431
32,4,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.099613,158735319,0.158423,1100342,2717928
256,1,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,128,0.087561,158778803,0.120332,836392,2219535
512,2,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,64,0.043636,158768170,0.029900,207570,403605
32,16,ON,4,DDR3_1600_8x8,BOPPrefetcher,32,0.057810,158209091,0.314943,2188098,2187450
256,16,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.031754,158716476,0.001758,12200,16208
128,1,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.039473,158253878,0.071098,493811,1591510
256,2,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.034113,158758506,0.006875,47738,104493
128,16,ON,4,DDR3_1600_8x8,AMPMPrefetcher,64,0.038604,158217293,0.069168,480034,1335473
256,8,ON,4,DDR3_2133_8x8,None,64,0.032744,158248931,0.004053,28131,27480
128,2,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.083345,158738126,0.129164,897005,3031846
128,8,ON,8,DDR4_2400_16x4,None,32,0.047952,158192823,0.191576,1330793,1330108
128,1,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,64,0.118271,158723329,0.217125,1507940,4851328
32,2,OFF,2,DDR4_2400_8x8,None,64,0.150441,158761816,0.311112,2163609,2162942
128,16,OFF,4,DDR4_2400_16x4,None,32,0.106585,158809587,0.191460,1330288,1329572
512,4,ON,4,DDR4_2400_16x4,None,64,0.032731,158253118,0.002467,17123,16448
256,8,OFF,2,DDR4_2400_8x8,None,32,0.033815,158803224,0.007591,52670,51926
128,4,OFF,2,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.076086,158784395,0.106541,740174,2048646
32,16,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.044816,158191413,0.148785,1033294,4000446
64,2,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.045746,158191610,0.152704,1060396,3689510
128,4,ON,4,DDR3_2133_8x8,AMPMPrefetcher,128,0.051293,158236356,0.202694,1407852,2593262
64,4,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.150943,158781856,0.307590,2142059,6300819
32,8,OFF,16,DDR4_2400_16x4,BOPPrefetcher,32,0.152108,158725976,0.314915,2188952,2188238
128,1,ON,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.047844,158203592,0.157511,1093913,2591456
512,16,ON,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.032785,158208932,0.000878,6095,10862
64,1,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.044800,158202010,0.126330,877357,2971957
64,2,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,32,0.155280,158776113,0.312228,2169754,6591139
256,16,ON,1,DDR3_2133_8x8,None,32,0.032224,158182196,0.007487,51968,51240
64,2,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.149852,158744923,0.308052,2144464,6305673
128,4,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.038105,158230209,0.063893,443513,1844206
512,16,OFF,8,DDR4_2400_4x16,BOPPrefetcher,128,0.031879,158767474,0.001532,10633,9179
256,2,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.033782,158231767,0.019854,137805,475252
128,4,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.076086,158784395,0.106541,740174,2048646
256,2,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.047426,158731510,0.037556,260559,802485
32,1,ON,4,DDR3_2133_8x8,AMPMPrefetcher,32,0.062465,158224990,0.353320,2455497,11009904
32,8,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,0.057149,158212253,0.296819,2061489,2143558
128,4,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.078164,158728137,0.118671,824061,2298364
256,8,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.032271,158207214,0.004020,27892,53574
128,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.049045,158190652,0.188093,1306634,3831600
128,1,ON,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.047420,158211014,0.151691,1053693,3038129
128,16,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.107875,158798386,0.173156,1204199,1406548
128,8,OFF,16,DDR3_2133_8x8,None,128,0.081385,158780700,0.121534,844912,842690
256,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.037837,158197386,0.062601,434527,1262443
256,8,OFF,8,DDR4_2400_8x8,None,64,0.032137,158760225,0.003993,27701,27005
64,1,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.044958,158242921,0.146016,1014450,3355439
64,8,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.045024,158221533,0.146631,1018448,3404265
64,16,OFF,8,DDR3_2133_8x8,BOPPrefetcher,32,0.147769,158765266,0.314204,2183592,2182872
512,1,ON,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.036250,158224618,0.040986,284683,823042
256,2,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,64,0.033077,158733832,0.005015,34808,69100
256,2,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,128,0.033954,158778349,0.005482,38071,77475
512,2,ON,2,DDR3_2133_8x8,TaggedPrefetcher,128,0.032870,158234589,0.001828,12685,25301
256,8,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,128,0.032388,158749901,0.002586,17955,27544
32,16,OFF,4,DDR3_1600_8x8,BOPPrefetcher,128,0.157927,158744945,0.297956,2071904,2141177
256,4,ON,4,DDR4_2400_8x8,None,128,0.032922,158246309,0.003477,24142,23453
512,8,OFF,16,DDR4_2400_4x16,None,32,0.032619,158795109,0.004112,28529,27763
64,1,ON,8,DDR3_1600_8x8,BOPPrefetcher,32,0.053769,158161186,0.258729,1798475,1797822
128,1,OFF,2,DDR4_2400_4x16,TaggedPrefetcher,64,0.109266,158766690,0.197623,1373303,4018994
64,16,ON,1,DDR4_2400_8x8,TaggedPrefetcher,128,0.062180,158207690,0.307042,2132617,6183683
64,1,OFF,4,DDR4_2400_16x4,BOPPrefetcher,32,0.134838,158749367,0.266418,1851937,1851218
128,4,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.078164,158728137,0.118671,824061,2298364
512,16,ON,8,DDR3_1600_8x8,None,32,0.032678,158198855,0.004019,27903,27160
128,16,OFF,16,DDR3_1600_8x8,None,128,0.108753,158789822,0.178700,1242273,1240108
64,8,ON,1,DDR3_2133_8x8,None,128,0.057817,158206730,0.307880,2137856,2136745
128,16,OFF,8,DDR3_1600_8x8,None,32,0.071082,158750307,0.088508,614973,614238
512,1,ON,16,DDR4_2400_4x16,AMPMPrefetcher,32,0.034265,158271126,0.025773,178989,1670158
128,4,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,128,0.104392,158757754,0.159331,1107828,1893068
64,4,ON,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.059658,158198708,0.315926,2194824,10329155
128,8,ON,4,DDR4_2400_8x8,AMPMPrefetcher,32,0.041983,158190349,0.113663,789101,1767447
512,4,OFF,8,DDR3_2133_8x8,None,128,0.031819,158742137,0.001568,10886,9228
256,1,ON,16,DDR4_2400_16x4,None,32,0.037975,158155469,0.068731,477028,476328
32,8,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,64,0.155360,158795481,0.316447,2201424,6743008
256,4,OFF,2,DDR4_2400_16x4,None,64,0.033068,158768050,0.005541,38470,37778
256,2,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,128,0.033131,158764295,0.004263,29598,48926
32,4,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.045199,158175789,0.150410,1044324,4028523
32,2,ON,2,DDR4_2400_4x16,BOPPrefetcher,32,0.057792,158165990,0.315658,2193120,2192484
256,2,ON,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.036427,158180031,0.043621,302681,1844837
32,2,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,64,0.147653,158765874,0.310096,2157932,6334027
512,1,OFF,16,DDR4_2400_16x4,BOPPrefetcher,32,0.049666,158752214,0.046092,319845,319097
128,1,ON,2,DDR4_2400_4x16,AMPMPrefetcher,64,0.046959,158189587,0.161935,1124065,4530060
128,2,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,32,0.085424,158742091,0.137486,954548,2749012
256,8,ON,2,DDR4_2400_4x16,AMPMPrefetcher,32,0.032410,158252228,0.003730,25892,56504
256,2,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.033119,158786164,0.004376,30397,48952
256,8,ON,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.032790,158211139,0.001270,8813,18402
128,8,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,0.047382,158244994,0.179674,1248403,1288833
32,16,OFF,16,DDR4_2400_4x16,None,128,0.161291,158776954,0.308111,2142217,2140080
512,2,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.039354,158766294,0.018605,129245,304534
64,2,ON,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.062347,158219917,0.308024,2139723,6193971
512,16,OFF,16,DDR4_2400_8x8,None,64,0.031570,158784310,0.002197,15245,14531
512,4,ON,1,DDR4_2400_16x4,AMPMPrefetcher,32,0.032433,158201351,0.002363,16402,33161
32,4,ON,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.062330,158219054,0.308629,2144624,6201671
32,1,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.114301,158772147,0.249431,1734271,4347270
128,8,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.084226,158772593,0.112054,778291,1169109
32,1,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.125180,158751560,0.236597,1644175,4059585
512,2,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.032771,158752618,0.002857,19831,34043
64,8,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.057435,158242985,0.296338,2058379,2138888
128,16,ON,4,DDR4_2400_8x8,BOPPrefetcher,32,0.047622,158180548,0.189504,1316305,1315618
256,1,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.051086,158780503,0.047581,330516,767278
512,2,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.038592,158769048,0.016972,117815,268260
256,2,ON,16,DDR3_1600_8x8,None,128,0.033187,158240056,0.006333,43953,43295
32,2,ON,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.059081,158183849,0.312101,2168178,6404954
64,16,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.150393,158749291,0.311796,2167379,6381722
128,2,OFF,2,DDR3_2133_8x8,None,64,0.102286,158802834,0.187788,1304965,1304296
32,16,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.045092,158172468,0.157701,1094484,4403760
32,4,OFF,2,DDR4_2400_4x16,None,64,0.152403,158787183,0.310122,2157419,2156756
64,8,ON,8,DDR4_2400_4x16,BOPPrefetcher,32,0.057946,158193471,0.314375,2182687,2182032
32,2,ON,16,DDR4_2400_16x4,TaggedPrefetcher,128,0.062573,158196596,0.310554,2157773,6229395
512,4,OFF,8,DDR4_2400_16x4,BOPPrefetcher,32,0.032704,158822009,0.004599,31912,31149
512,2,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.032010,158724202,0.002472,17155,28544
32,4,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,128,0.165164,158778943,0.308681,2147516,6205175
256,1,ON,2,DDR3_2133_8x8,BOPPrefetcher,32,0.043096,158215567,0.134554,934305,933597
32,4,ON,16,DDR4_2400_16x4,None,32,0.058089,158189458,0.315119,2188762,2188130
512,8,ON,4,DDR4_2400_4x16,BOPPrefetcher,32,0.032583,158198711,0.004337,30116,29371
